20x20 spins, 1 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
            2.4e+02      -799.06173        7.876848           399.75309                         399.75309       0.5974699        0.004799              68
            2.4e+02       -798.7377       8.7016931           399.68033                         399.68033      0.56994088       0.0045814              68
            2.4e+02      -798.80816       8.3101374           399.69796                         399.69796      0.54550604       0.0045859              74
            2.5e+02      -798.73171       11.269482           399.65854                         399.65854      0.89153282       0.0047005              72
            2.5e+02      -798.44534       12.093167           399.61134                         399.61134      0.75582291       0.0046604              94
            2.5e+02          -798.5       10.459677           399.62097                         399.62097      0.67891519       0.0048551              80
            2.5e+02      -799.30924       5.2417219           399.82329                         399.82329      0.35431687       0.0063576              58
            2.5e+02        -799.424        4.788224             399.856                           399.856        0.299264       0.0069621              70
            2.5e+02      -798.58167        14.75329           399.63347                         399.63347       1.0130633       0.0057216              80
            2.5e+02      -798.92063       7.9778282           399.73016                         399.73016      0.49861426       0.0051561              64
            2.5e+02      -798.79842       10.572013           399.67589                         399.67589       0.8277586       0.0050177              66
            2.5e+02      -799.02362       9.3773948           399.75591                         399.75591      0.58608717       0.0056053              58
            2.6e+02      -799.18431       6.8640677           399.79608                         399.79608      0.42900423       0.0052794              56
            2.6e+02       -798.6875       9.6523438           399.66406                         399.66406        0.652771       0.0049307              96
            2.6e+02      -799.08171       7.1878757           399.76654                         399.76654      0.47467789       0.0050852              64
            2.6e+02      -799.13178       6.1919356           399.78295                         399.78295      0.38699597       0.0050772              54
            2.6e+02      -798.99614       7.2084793           399.74517                         399.74517      0.47560412       0.0050513              62
            2.6e+02      -799.03077       6.9990533           399.75385                         399.75385      0.46248521       0.0048499              62
            2.6e+02      -799.11111       7.3018306           399.77778                         399.77778      0.45636441       0.0055508              70
            2.6e+02      -799.08397       8.4433308           399.77099                         399.77099      0.52770818       0.0050589              70
            2.6e+02      -798.93536       9.6954416           399.72624                         399.72624      0.65509115       0.0060978              74
            2.6e+02      -799.04545       7.3918733           399.75758                         399.75758      0.48668503       0.0049788              66
            2.6e+02      -798.46038       13.689939           399.60755                         399.60755      0.90258455       0.0050354              86
            2.7e+02      -799.00752       7.3157329           399.74436                         399.74436      0.50607722       0.0054558              80
            2.7e+02       -799.0412       8.5488645           399.75281                         399.75281      0.58309136       0.0055361              50
            2.7e+02      -798.25373       18.263979            399.5597                          399.5597       1.1643462       0.0053086             104
            2.7e+02      -799.04833       7.1835381           399.76208                         399.76208      0.44897113       0.0054179              78
            2.7e+02      -798.60741       12.045871           399.65185                         399.65185      0.75286694       0.0051412              96
            2.7e+02      -799.33579       5.0496044           399.83026                         399.83026      0.34019145       0.0052482              46
            2.7e+02      -799.08824       9.2863322           399.76471                         399.76471       0.6799308       0.0055667              87
            2.7e+02      -798.52015       12.755089           399.61905                         399.61905      0.88051631        0.005115              80
            2.7e+02      -799.21168       6.9697906           399.79562                         399.79562      0.48377644       0.0051135              54
            2.8e+02      -798.70545       9.7859702           399.67273                         399.67273      0.63471074       0.0051867              90
            2.8e+02      -798.84058       8.7427011            399.7029                          399.7029      0.59289015       0.0051648              76
            2.8e+02       -798.6426       11.211615           399.65343                         399.65343      0.74631495       0.0051718              94
