20x20 spins, 2.4 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
                199      -524.58291       788.78802           220.44221                         220.44221       2544.8766       0.0040297           19405
                200         -503.64       695.67194               48.27                            200.69       19050.295       0.0039924           21054
                201      -507.50249       744.05598          -99.293532                         195.29353       14568.872       0.0039997           20978
                202      -514.17822       823.84625           209.39604                         209.51485       4173.6186       0.0040289           20243
                203      -526.32512       765.07128           213.07389                         216.89655       5395.8167       0.0040807           19319
                204      -545.78431       485.46306           273.78431                         273.78431       859.62114       0.0041191           18229
                205      -510.28293       648.32282           227.10244                         227.10244       2366.4448       0.0040877           21084
                206      -535.57282        348.8626           251.66019                         251.66019       606.15739       0.0041729           19288
                207       -509.1401       666.32023           210.77295                          211.3913       2962.5047       0.0041069           21289
                208      -542.21154       881.66958           266.35577                         266.35577       2008.4008        0.004109           19002
                209      -466.83254       703.09936           115.66507                         136.10526       7164.0442       0.0041919           24586
                210       -511.9619       547.32779               221.8                             221.8       2211.0865       0.0041698           21419
                211      -514.90047       877.59422           -124.5782                         226.81517       18036.093       0.0041931           21265
                212      -529.90566       772.60066           241.63208                         241.63208       2063.3477       0.0042773           20275
                213      -519.49296       672.45145           246.80751                         246.80751       1424.3292       0.0042267           21038
                214      -487.81308       414.32415          -48.158879                         183.31776       15374.561       0.0043515           23403
                215      -503.90698       554.79178           194.53023                         195.03256       4101.7356       0.0042809           22241
                216      -488.16667       853.68602           184.40741                         184.51852       3906.3197       0.0043036           23693
                217       -523.6129       542.58791           245.15207                         245.15207       1557.8878        0.004299           21329
                218      -533.92661        556.6823           254.18349                         254.18349       1226.3162       0.0043105           20295
                219      -520.71233       487.92561            227.3242                          227.3242         1161.21       0.0043179           21750
                220      -513.09091       602.14187           238.44545                         238.44545       1442.7431       0.0043372           22035
                221       -531.9095         560.167           252.45249                         252.45249       1171.9961       0.0043409           20847
                222      -522.84685       463.65803            246.2973                          246.2973       1335.4962       0.0043816           21491
                223      -521.02242        629.4523           248.03587                         248.03587       1285.9935       0.0044211           21918
                224      -549.16071       514.53545            275.8125                          275.8125       856.89755       0.0044082           19663
                225         -538.24       388.46222           271.45778                         271.45778       601.09972       0.0044328           20485
                226      -492.90265       678.82855           158.11504                         163.70796         5411.58       0.0045016           24573
                227      -500.72247        772.5599           178.35242                         208.13216       8784.8822       0.0045203           23757
                228      -459.87719       404.90723           74.105263                         89.245614       3807.2615       0.0045789           27399
                229      -560.40175       358.25679           293.03057                         293.03057       374.92865       0.0044855           19187
                230      -551.30435       406.22033               281.8                             281.8       520.61377       0.0045125           19963
                231      -470.35498       533.16415            57.69697                         95.774892       5836.7366       0.0046326           27077
                232      -548.87931       524.01567           285.94828                         285.94828       524.45291       0.0045583           20292
                233      -489.97425       571.15213           196.42918                          196.7897       2411.8975       0.0046455           25652
                234      -484.87179       469.77546           101.69231                         137.04274       7341.0717       0.0046771           26107
                235      -508.90213       488.26296           232.68936                         232.68936       1641.2843       0.0046689           23911
                236      -515.47458       529.29529                  90                         225.47458       20201.596       0.0046717           23608
                237      -486.88608       1001.3317           98.151899                          156.1097       11013.436       0.0047705           26164
                238      -481.15966       890.81461           85.151261                         107.11765       7488.4884       0.0047639           26965
                239      -518.79498       567.25139           236.49372                         236.49372       1990.9793       0.0047272           23521
                240      -529.43333       376.14796              254.25                            254.25       924.51562       0.0047387           22688
                241      -465.12863       400.17074           -22.53112                         95.443983       5771.8603       0.0048355           28511
                242      -478.24793       371.62041            153.4876                         153.66942       2637.3837       0.0048318           27439
                243      -499.58848       634.75569           177.39918                         179.88477       3885.8235       0.0048333           25621
